content,date,likeCount,media,outlinks,quoteCount,quotedTweet,replyCount,retweetCount,retweetedTweet,url,id,conversationId
@feelsoswifty Happiness over here too ☺️☺️☺️☺️ thanks buddy,2021-06-03 00:33:22,21658,0,0,1009,0,1008,2506,0,https://twitter.com/taylorswift13/status/1400249211392778245,1400249211392778245,1400228426951413769
@ellalovertay CONGRADUATIONS BABIES !!!!!!!!!!!!!,2021-06-03 00:30:15,28568,0,0,2515,0,1136,3009,0,https://twitter.com/taylorswift13/status/1400248428249108480,1400248428249108480,1400228426951413769
"@thisisabbytryin cowboy like me is low key my fav to dramatically sway to, thank you for appreciating that one !!! 🤠",2021-06-03 00:28:02,25436,0,0,2387,0,1075,3126,0,https://twitter.com/taylorswift13/status/1400247869601374211,1400247869601374211,1400228426951413769
@samanthtweets I see what you did there 😸,2021-06-03 00:27:22,23334,0,0,834,0,890,2426,0,https://twitter.com/taylorswift13/status/1400247704878567424,1400247704878567424,1400228426951413769
@worshipthisluv_ It’s nice to have a friend 😍,2021-06-03 00:27:03,24377,0,0,1248,0,635,2710,0,https://twitter.com/taylorswift13/status/1400247622343008261,1400247622343008261,1400228426951413769
evermore is lonely at the store and wants you to take her home 🥺 https://t.co/OBQveGJMwy,2021-06-02 23:10:46,162921,0,1,8338,1,15998,17918,0,https://twitter.com/taylorswift13/status/1400228426951413769,1400228426951413769,1400228426951413769
🌈 https://t.co/4PUvHV2Rl0,2021-06-01 15:53:09,360998,1,0,12082,0,13703,67708,0,https://twitter.com/taylorswift13/status/1399755907928571909,1399755907928571909,1399755907928571909
"*Clover blooms in the fields/spring breaks loose/the time is near...* EVERMORE ALBUM VINYL IS OUT TODAY!! You can get it at your fav indie record store, Target, Walmart &amp; Amazon ✨ and if you’re feeling even more generous, go ahead and stream it too! That would be cool! https://t.co/Xd1LWNAjB5",2021-05-28 12:03:19,309171,1,0,14328,0,14345,42550,0,https://twitter.com/taylorswift13/status/1398248516410130433,1398248516410130433,1398248516410130433
I got a list of names and yours is in... glittery gel pen with hearts drawn around it 😇 @Maisie_Williams @wiffygriffy @Olivia_Rodrigo https://t.co/EgT50dBa7n,2021-05-12 20:27:39,303702,1,0,8283,0,10832,36609,0,https://twitter.com/taylorswift13/status/1392577233546530816,1392577233546530816,1392577233546530816
We meet up every Tuesday night for dinner and a glass of wine 🍷 https://t.co/HT8yj2oJL7,2021-05-11 23:19:22,356007,1,0,7324,0,10215,42148,0,https://twitter.com/taylorswift13/status/1392258056080302090,1392258056080302090,1392258056080302090
"Spinning in my highest heels, luv  #BRITs https://t.co/1TMBoCZ6Do",2021-05-11 19:22:20,578338,1,0,42788,0,30175,96308,0,https://twitter.com/taylorswift13/status/1392198404911030273,1392198404911030273,1392198404911030273
CONGRATS @lanawilson 😇😇😇 !!! And a million hugs to the fans who made this happen! https://t.co/YMRWLZTWaa,2021-04-19 21:04:00,177965,0,1,4141,1,8978,18630,0,https://twitter.com/taylorswift13/status/1384251457793261569,1384251457793261569,1384251457793261569
Been in the studio all day recording the next one - it’s really so amazing what you all have done here. 🙏🙏🙏 https://t.co/rxa5njMn0z,2021-04-18 20:33:12,366291,0,1,24644,1,20223,41898,0,https://twitter.com/taylorswift13/status/1383881320640630790,1383881320640630790,1383881320640630790
I wanted to say thank you to you so today I will be addressing a very pressing issue. 🐈🐈‍⬛❓ https://t.co/kBUybYoV2W,2021-04-16 16:31:45,256336,1,0,21456,0,9338,42940,0,https://twitter.com/taylorswift13/status/1383095782866350082,1383095782866350082,1383095705326252042
WELL WELL WELL you all really went out and left my greatest expectations in shambles this week.😆 Word on the street is you made Fearless (my version) the biggest country album 1st week of the last 6 years &amp; the top release of 2021 so far. Honestly?? How?? Did I get this lucky??,2021-04-16 16:31:27,333058,0,0,7066,0,11817,40170,0,https://twitter.com/taylorswift13/status/1383095705326252042,1383095705326252042,1383095705326252042
Said hey to Stephen the other day   @StephenAtHome  @colbertlateshow https://t.co/AfM0o08MDd,2021-04-13 16:34:22,183120,1,0,5825,0,8285,23192,0,https://twitter.com/taylorswift13/status/1382009274751201294,1382009274751201294,1382009274751201294
This is more than perfectly fine 😄 @amazonmusic https://t.co/buTDyt52RX https://t.co/BSn7TGH3Ts,2021-04-12 21:09:49,207623,1,1,1556,0,6266,22434,0,https://twitter.com/taylorswift13/status/1381716206865031168,1381716206865031168,1381716206865031168
You can listen to That’s When (feat. @KeithUrban) and You All Over Me (feat. @MarenMorris) on the Today’s Country playlist on @AppleMusic! 💛 https://t.co/aHyZsfAQJY https://t.co/PY7qnJTKMl,2021-04-12 20:31:45,109033,1,1,1117,0,6200,13603,0,https://twitter.com/taylorswift13/status/1381706629486362624,1381706629486362624,1381706629486362624
It was the night things changed. Fearless (Taylor’s Version) is out now: https://t.co/Sw5JzYR4cS https://t.co/SoJRNdPfho,2021-04-09 04:21:02,509112,1,1,24806,0,28128,115602,0,https://twitter.com/taylorswift13/status/1380375175661772800,1380375175661772800,1380375175661772800
You ok? NO cause I sent my two kids @Olivia_Rodrigo and @conangray my new version of You Belong With Me and THEY ARE SO CUTE IT PHYSICALLY HURTS ME  ((Album out at midnight!)) https://t.co/yDJusP8TAs,2021-04-08 15:19:09,381589,1,0,28487,0,15746,66826,0,https://twitter.com/taylorswift13/status/1380178408529887236,1380178408529887236,1380178408529887236
"Me in 2020: life is chill, writing songs based in fiction to avoid drama, feeling pretty grown up   My 2008 music from the vault, in a goblin voice: “REELEEEEEEASE MR PERFECTLY FIIIIIIINE”   https://t.co/PCexr31q9x",2021-04-07 13:08:52,365561,0,1,29521,0,23243,66749,0,https://twitter.com/taylorswift13/status/1379783234242940930,1379783234242940930,1379783234242940930
"I’m counting down the minutes til we can all jump into this brave world together, filled with equal parts nostalgia and brand newness.   Head first, Fearless 💛",2021-04-03 16:02:36,162546,0,0,4506,0,2732,18609,0,https://twitter.com/taylorswift13/status/1378377402582204418,1378377402582204418,1378377399667154948
"I’m really honored that @KeithUrban  is a part of this project, duetting on That’s When and singing harmonies on We Were Happy. I was his opening act during the Fearless album era and his music has inspired me endlessly.",2021-04-03 16:02:36,140453,0,0,751,0,758,11917,0,https://twitter.com/taylorswift13/status/1378377401596579841,1378377401596579841,1378377399667154948
"You cracked the codes and guessed all the From The Vault titles. 👏👏👏 Here’s the full track list, my friends. https://t.co/lC3awlRmm2",2021-04-03 16:02:35,422035,1,0,36003,0,15786,83328,0,https://twitter.com/taylorswift13/status/1378377399667154948,1378377399667154948,1378377399667154948
The vault door is about to be as unhinged as you’ll think I am after you watch this video.  Level: Expert  Happy decoding! https://t.co/xBXBXGVcdb,2021-04-02 16:01:35,249085,1,0,39625,0,22538,39665,0,https://twitter.com/taylorswift13/status/1378014758583025666,1378014758583025666,1378014758583025666
You All Over Me (feat. @MarenMorris) (From The Vault) and Love Story (Taylor’s Version) - Elvira Remix are out now because in this house we dance and cry at the SAME TIME 💛😭💃   https://t.co/LypMvvtRtZ https://t.co/VHwv61UNy4,2021-03-26 04:10:22,244917,1,1,9488,0,12748,48361,0,https://twitter.com/taylorswift13/status/1375299060119244801,1375299060119244801,1375299060119244801
"@IAMANITABAKER I’m cheering you on in your fight to get back your work, and appreciate your support so much!! Thank you 🙏 💗",2021-03-25 21:17:15,23174,0,0,731,0,1577,3139,0,https://twitter.com/taylorswift13/status/1375195097801842691,1375195097801842691,1375176985475829763
You All Over Me is produced by Aaron Dessner and co-written by Scooter Carusoe - can’t wait for you to hear it 💛,2021-03-24 13:07:02,137892,0,0,1803,0,1419,12575,0,https://twitter.com/taylorswift13/status/1374709342881087490,1374709342881087490,1374709338665799680
"One thing I’ve been loving about these From The Vault songs is that they’ve never been heard, so I can experiment, play, and even include some of my favorite artists. I’m really excited to have @MarenMorris singing background vocals on this song!! ☔️",2021-03-24 13:07:02,152588,0,0,3200,0,1078,14166,0,https://twitter.com/taylorswift13/status/1374709342008655876,1374709342008655876,1374709338665799680
HI. I wanted to let you know that the first “From the Vault” song I’m releasing from Fearless (Taylor’s Version) comes out tomorrow at midnight eastern. It’s called You All Over Me (From The Vault). https://t.co/0GdNXHvPM0,2021-03-24 13:07:01,361964,1,0,32344,0,16432,67679,0,https://twitter.com/taylorswift13/status/1374709338665799680,1374709338665799680,1374709338665799680
a marvelous time 🥲 https://t.co/V6e3NHVFml,2021-03-17 15:02:19,536723,1,0,7319,0,15934,68038,0,https://twitter.com/taylorswift13/status/1372201639168335874,1372201639168335874,1372201639168335874
"The fans are the reason we’re floating tonight, and we’ll never forget it. https://t.co/njcuumt52u",2021-03-15 04:05:54,518219,1,0,15140,0,28096,96342,0,https://twitter.com/taylorswift13/status/1371311667892645888,1371311667892645888,1371311667892645888
@DavidArchie I LOVE THIS!!! 🤩🤩🤩,2021-03-05 00:09:52,37180,0,0,2529,0,3574,4127,0,https://twitter.com/taylorswift13/status/1367628391709605888,1367628391709605888,1367599643106762756
"Hey Ginny &amp; Georgia, 2010 called and it wants its lazy, deeply sexist joke back. How about we stop degrading hard working women by defining this horse shit as FuNnY. Also, @netflix after Miss Americana this outfit doesn’t look cute on you 💔 Happy Women’s History Month I guess https://t.co/2X0jEOXIWp",2021-03-01 14:55:16,680312,1,0,66569,0,41041,154134,0,https://twitter.com/taylorswift13/status/1366401657685245955,1366401657685245955,1366401657685245955
I miss you terribly and can’t wait til we can all safely be at shows together again 💘 https://t.co/q3T23FCpMn,2021-02-26 23:02:15,295441,1,0,12788,0,15221,26240,0,https://twitter.com/taylorswift13/status/1365437047578783747,1365437047578783747,1365437047578783747
YES!!! Fingers crossed and praying that the Senate will see trans and lgbtq rights as basic human rights. 🏳️‍⚧️🏳️‍🌈🇺🇸 https://t.co/Nb19UGXgY3,2021-02-25 23:48:29,206997,0,1,4316,1,8737,28390,0,https://twitter.com/taylorswift13/status/1365086295857508354,1365086295857508354,1365086295857508354
@NBAonTNT @JimmyButler @DwyaneWade 13/10 😺,2021-02-19 18:54:16,25758,0,0,1750,0,1617,2440,0,https://twitter.com/taylorswift13/status/1362837925105258497,1362837925105258497,1361935896161841152
The mood board for the gasoline remix is just this one photo https://t.co/G4ziCaPond,2021-02-19 17:25:15,296224,1,0,4236,0,9508,27916,0,https://twitter.com/taylorswift13/status/1362815522463748096,1362815522463748096,1362815522463748096
Cancel the DNA test I’m the 4th Haim sister and this song is the only proof I need  #GasolineRemix https://t.co/GWwMxZEBsT,2021-02-19 00:42:50,198935,0,1,3459,1,8507,27384,0,https://twitter.com/taylorswift13/status/1362563255697301505,1362563255697301505,1362563255697301505
💕🙏🙏 https://t.co/0oBYc85OQs,2021-02-13 16:45:44,139283,0,1,1057,1,7141,10688,0,https://twitter.com/taylorswift13/status/1360631252571873285,1360631252571873285,1360631252571873285
My new version of Love Story (Taylor’s Version) is out now  💛💛 Get it instantly when you pre-order Fearless (Taylor’s Version)  https://t.co/NqBDS6cGFl https://t.co/KdHdZXnWbP,2021-02-12 05:09:50,432060,1,1,16892,0,19958,79552,0,https://twitter.com/taylorswift13/status/1360093736932429828,1360093736932429828,1360093736932429828
"In my mind all of the evermore and folklore album ladies are a part of the same universe, so I put them in a playlist together 💛💛 https://t.co/Z7XXO5aO5m https://t.co/nZuNusLFtb",2021-02-04 05:18:25,236303,1,1,4877,0,9647,24050,0,https://twitter.com/taylorswift13/status/1357196791062687745,1357196791062687745,1357196791062687745
the “forever is the sweetest con” chapter is out now 💛💛  https://t.co/pUCyQgU5Sg https://t.co/krn2QT4ooX,2021-01-28 05:11:02,191557,1,1,3548,0,8469,19650,0,https://twitter.com/taylorswift13/status/1354658220585922565,1354658220585922565,1354658220585922565
A new album means new chapters ✨ the “dropped your hand while dancing” chapter is out now: https://t.co/cIOFqPxngy https://t.co/FtOPkB2cnR,2021-01-21 22:55:57,198706,1,1,5535,0,7885,19677,0,https://twitter.com/taylorswift13/status/1352389498542428163,1352389498542428163,1352389498542428163
"The first is a song about a girl who stayed forever in the exact spot where her heart was broken, completely frozen in time. “it’s time to go” is about listening to your gut when it tells you to leave. How you always know before you know, you know? 🍂",2021-01-08 14:04:04,137337,0,0,3695,0,3102,15022,0,https://twitter.com/taylorswift13/status/1347544605928075265,1347544605928075265,1347544603730333697
the evermore deluxe album with 2 bonus tracks “right where you left me” and “it’s time to go” is now available! https://t.co/IAAy6Yc1pD https://t.co/nLcCdDibce,2021-01-08 14:04:04,196531,1,1,3356,0,6294,22384,0,https://twitter.com/taylorswift13/status/1347544603730333697,1347544603730333697,1347544603730333697
"bye 2020, it’s been weird. https://t.co/vQoZVSamkB",2020-12-31 15:32:18,620429,1,0,17399,0,17655,72081,0,https://twitter.com/taylorswift13/status/1344667704372957190,1344667704372957190,1344667704372957190
boxing day 📦 https://t.co/c6XADs4GZe,2020-12-26 19:42:30,374314,1,0,4803,0,10377,30101,0,https://twitter.com/taylorswift13/status/1342918732486594560,1342918732486594560,1342918732486594560
@katyperry THIS IS GENIUS https://t.co/NshAzSYA71,2020-12-22 14:46:02,73368,1,0,4710,0,4678,7135,0,https://twitter.com/taylorswift13/status/1341394572186972160,1341394572186972160,1341020940587524096
Guys. Seriously. Thank you for doing this. https://t.co/CnqmuxXyuh,2020-12-21 22:50:14,297207,0,1,4701,1,15114,27095,0,https://twitter.com/taylorswift13/status/1341154037572509697,1341154037572509697,1341154037572509697
